id,cat_id,store_id,n_weeks,total_units,mean_weekly,zero_rate,adi,cv2,sbc_class
FOODS_1_005_CA_1_evaluation,FOODS,CA_1,277,2265,8.176895306859207,0.27797833935018046,1.385,0.5926396990385414,lumpy
FOODS_1_013_CA_1_evaluation,FOODS,CA_1,277,2572,9.28519855595668,0.16967509025270755,1.2043478260869565,0.35277265152412995,smooth
FOODS_1_017_CA_1_evaluation,FOODS,CA_1,219,878,4.0091324200913245,0.319634703196347,1.4697986577181208,0.4666434898116968,intermittent
FOODS_1_020_WI_1_evaluation,FOODS,WI_1,277,3500,12.635379061371841,0.1732851985559567,1.2096069868995634,0.20220326530612245,smooth
FOODS_1_032_CA_1_evaluation,FOODS,CA_1,277,14837,53.56317689530686,0.1732851985559567,1.2096069868995634,0.4462749848708688,smooth
FOODS_1_033_CA_1_evaluation,FOODS,CA_1,205,581,2.8341463414634145,0.3951219512195122,1.653225806451613,0.7077683737161579,lumpy
FOODS_1_041_TX_1_evaluation,FOODS,TX_1,277,964,3.48014440433213,0.3574007220216606,1.5561797752808988,0.3641681444878703,intermittent
FOODS_1_042_WI_1_evaluation,FOODS,WI_1,201,4632,23.044776119402986,0.03482587064676612,1.0360824742268042,0.14692378020588176,smooth
FOODS_1_046_CA_1_evaluation,FOODS,CA_1,277,13827,49.91696750902527,0.010830324909747335,1.010948905109489,0.26027062378633525,smooth
FOODS_1_058_CA_1_evaluation,FOODS,CA_1,229,5690,24.847161572052403,0.09606986899563319,1.106280193236715,0.4053527756585877,smooth
FOODS_1_058_WI_1_evaluation,FOODS,WI_1,227,3899,17.176211453744493,0.052863436123347984,1.0558139534883721,0.5034668335196988,erratic
FOODS_1_059_TX_1_evaluation,FOODS,TX_1,264,1009,3.821969696969697,0.4696969696969697,1.8857142857142857,0.4102021351935652,intermittent
FOODS_1_061_CA_1_evaluation,FOODS,CA_1,274,3196,11.664233576642335,0.15328467153284675,1.1810344827586208,0.19406767846541592,smooth
FOODS_1_063_WI_1_evaluation,FOODS,WI_1,277,4159,15.014440433212997,0.0072202166064981865,1.0072727272727273,0.1670259042447192,smooth
FOODS_1_067_CA_1_evaluation,FOODS,CA_1,277,5340,19.27797833935018,0.15162454873646214,1.1787234042553192,0.25767474645457233,smooth
FOODS_1_074_TX_1_evaluation,FOODS,TX_1,277,1149,4.148014440433213,0.371841155234657,1.5919540229885059,0.28410901067337474,intermittent
FOODS_1_076_WI_1_evaluation,FOODS,WI_1,276,575,2.0833333333333335,0.28985507246376807,1.4081632653061225,0.551401134215501,lumpy
FOODS_1_080_TX_1_evaluation,FOODS,TX_1,277,935,3.375451263537906,0.05054151624548742,1.053231939163498,0.35046126569247055,smooth
FOODS_1_102_TX_1_evaluation,FOODS,TX_1,277,853,3.07942238267148,0.15162454873646214,1.1787234042553192,0.33938007913590945,smooth
FOODS_1_105_TX_1_evaluation,FOODS,TX_1,219,743,3.3926940639269407,0.29680365296803657,1.422077922077922,0.4235366788093085,intermittent
FOODS_1_114_CA_1_evaluation,FOODS,CA_1,277,1683,6.075812274368231,0.2743682310469314,1.3781094527363185,0.3797204508119891,intermittent
FOODS_1_117_WI_1_evaluation,FOODS,WI_1,277,1793,6.472924187725631,0.29963898916967513,1.4278350515463918,0.2767187510206545,intermittent
FOODS_1_126_CA_1_evaluation,FOODS,CA_1,220,646,2.9363636363636365,0.5545454545454546,2.2448979591836733,0.44563831724640324,intermittent
FOODS_1_134_CA_1_evaluation,FOODS,CA_1,135,1145,8.481481481481481,0.07407407407407407,1.08,0.36296027917087764,smooth
FOODS_1_136_WI_1_evaluation,FOODS,WI_1,277,1250,4.512635379061372,0.06137184115523464,1.0653846153846154,0.5129088,erratic
FOODS_1_142_TX_1_evaluation,FOODS,TX_1,277,1741,6.285198555956678,0.28519855595667865,1.398989898989899,0.8595563760915663,lumpy
FOODS_1_147_WI_1_evaluation,FOODS,WI_1,182,195,1.0714285714285714,0.42307692307692313,1.7333333333333334,0.37790927021696247,intermittent
FOODS_1_155_TX_1_evaluation,FOODS,TX_1,201,1555,7.736318407960199,0.04477611940298509,1.046875,0.3262790914072434,smooth
FOODS_1_156_TX_1_evaluation,FOODS,TX_1,219,531,2.4246575342465753,0.4429223744292238,1.7950819672131149,0.670592741549363,lumpy
FOODS_1_158_TX_1_evaluation,FOODS,TX_1,240,442,1.8416666666666666,0.3416666666666667,1.518987341772152,0.42177678589709483,intermittent
FOODS_1_159_WI_1_evaluation,FOODS,WI_1,151,855,5.662251655629139,0.19867549668874174,1.2479338842975207,0.22733832632262924,smooth
FOODS_1_166_WI_1_evaluation,FOODS,WI_1,277,5375,19.404332129963898,0.22743682310469315,1.294392523364486,0.18700395024337485,smooth
FOODS_1_179_TX_1_evaluation,FOODS,TX_1,74,159,2.1486486486486487,0.33783783783783783,1.510204081632653,0.5835212214706698,lumpy
FOODS_1_180_CA_1_evaluation,FOODS,CA_1,277,2029,7.324909747292419,0.06859205776173283,1.073643410852713,1.030426241868462,erratic
FOODS_1_193_WI_1_evaluation,FOODS,WI_1,151,308,2.0397350993377485,0.23841059602649006,1.3130434782608695,0.5395724405464665,erratic
FOODS_1_194_TX_1_evaluation,FOODS,TX_1,277,2006,7.241877256317689,0.054151624548736454,1.0572519083969465,0.4017916340708682,smooth
FOODS_1_196_CA_1_evaluation,FOODS,CA_1,277,2337,8.436823104693142,0.08664259927797835,1.0948616600790513,0.29914773575139303,smooth
FOODS_1_199_TX_1_evaluation,FOODS,TX_1,264,500,1.893939393939394,0.31439393939393945,1.4585635359116023,0.5001280000000001,lumpy
FOODS_1_202_TX_1_evaluation,FOODS,TX_1,168,1019,6.065476190476191,0.1428571428571429,1.1666666666666667,0.41744923008471996,smooth
FOODS_1_204_TX_1_evaluation,FOODS,TX_1,268,924,3.4477611940298507,0.3022388059701493,1.4331550802139037,0.7285611214182642,lumpy
FOODS_1_205_CA_1_evaluation,FOODS,CA_1,219,899,4.105022831050229,0.1461187214611872,1.1711229946524064,0.2598536750140126,smooth
FOODS_1_207_CA_1_evaluation,FOODS,CA_1,277,2560,9.24187725631769,0.014440433212996373,1.0146520146520146,0.21037109375000002,smooth
FOODS_1_208_CA_1_evaluation,FOODS,CA_1,220,2678,12.172727272727272,0.009090909090909038,1.0091743119266054,0.23188194014125554,smooth
FOODS_1_212_TX_1_evaluation,FOODS,TX_1,220,289,1.3136363636363637,0.4136363636363637,1.7054263565891472,0.2834975634870272,intermittent
FOODS_1_216_CA_1_evaluation,FOODS,CA_1,277,1489,5.375451263537906,0.0577617328519856,1.0613026819923372,0.5361313162430016,erratic
FOODS_1_216_WI_1_evaluation,FOODS,WI_1,277,1143,4.126353790613718,0.06498194945848379,1.0694980694980696,0.34946943967962,smooth
FOODS_1_218_CA_1_evaluation,FOODS,CA_1,277,22651,81.7725631768953,0.018050541516245522,1.0183823529411764,0.29837495688021165,smooth
FOODS_1_218_TX_1_evaluation,FOODS,TX_1,277,16007,57.7870036101083,0.028880866425992746,1.029739776951673,0.5426877865004779,erratic
FOODS_2_001_CA_1_evaluation,FOODS,CA_1,272,1088,4.0,0.3382352941176471,1.511111111111111,0.22164927551903116,intermittent
FOODS_2_007_WI_1_evaluation,FOODS,WI_1,128,528,4.125,0.171875,1.2075471698113207,0.44560663452708904,smooth
FOODS_2_009_TX_1_evaluation,FOODS,TX_1,277,1612,5.819494584837545,0.16967509025270755,1.2043478260869565,0.4655668712940785,smooth
FOODS_2_012_TX_1_evaluation,FOODS,TX_1,277,437,1.5776173285198556,0.36823104693140796,1.582857142857143,0.39931088291816996,intermittent
FOODS_2_014_WI_1_evaluation,FOODS,WI_1,186,3300,17.741935483870968,0.005376344086021501,1.0054054054054054,0.31633700642791557,smooth
FOODS_2_023_CA_1_evaluation,FOODS,CA_1,109,341,3.128440366972477,0.2660550458715596,1.3625,0.4096885991692538,intermittent
FOODS_2_023_TX_1_evaluation,FOODS,TX_1,109,1816,16.660550458715598,0.2018348623853211,1.2528735632183907,0.18497169069844177,smooth
FOODS_2_029_CA_1_evaluation,FOODS,CA_1,277,5792,20.90974729241877,0.4729241877256317,1.8972602739726028,0.2848003342388815,intermittent
FOODS_2_034_TX_1_evaluation,FOODS,TX_1,277,3405,12.292418772563177,0.06498194945848379,1.0694980694980696,0.30024689441328606,smooth
FOODS_2_035_WI_1_evaluation,FOODS,WI_1,125,530,4.24,0.09599999999999997,1.1061946902654867,0.22533997864008548,smooth
FOODS_2_040_WI_1_evaluation,FOODS,WI_1,112,1141,10.1875,0.1517857142857143,1.1789473684210525,0.2678770179455727,smooth
FOODS_2_044_WI_1_evaluation,FOODS,WI_1,186,2155,11.586021505376344,0.12365591397849462,1.1411042944785277,0.16082471562922243,smooth
FOODS_2_045_CA_1_evaluation,FOODS,CA_1,172,954,5.546511627906977,0.2441860465116279,1.323076923076923,0.21155984511864423,intermittent
FOODS_2_047_TX_1_evaluation,FOODS,TX_1,277,1538,5.552346570397112,0.010830324909747335,1.010948905109489,0.36198193658357597,smooth
FOODS_2_057_CA_1_evaluation,FOODS,CA_1,106,228,2.150943396226415,0.17924528301886788,1.2183908045977012,0.25854108956602045,smooth
FOODS_2_057_WI_1_evaluation,FOODS,WI_1,104,235,2.2596153846153846,0.2692307692307693,1.368421052631579,0.3472883657763694,intermittent
FOODS_2_063_TX_1_evaluation,FOODS,TX_1,277,4920,17.76173285198556,0.12635379061371843,1.1446280991735538,0.13645944874082885,smooth
FOODS_2_074_WI_1_evaluation,FOODS,WI_1,187,3117,16.668449197860962,0.06951871657754005,1.0747126436781609,0.48870038964812473,smooth
FOODS_2_082_TX_1_evaluation,FOODS,TX_1,276,4132,14.971014492753623,0.0,1.0,0.17581195195527274,smooth
FOODS_2_102_CA_1_evaluation,FOODS,CA_1,84,647,7.7023809523809526,0.04761904761904767,1.05,0.27183123153109456,smooth
