id,cat_id,f_trend,f_seasonal
FOODS_1_005_CA_1_evaluation,FOODS,0.18571368225718132,0.46469633302650715
FOODS_1_013_CA_1_evaluation,FOODS,0.2464196594357574,0.25970019041813464
FOODS_1_017_CA_1_evaluation,FOODS,0.15083632722272988,0.09175363059907649
FOODS_1_020_WI_1_evaluation,FOODS,0.2351739741591652,0.5138667912144812
FOODS_1_032_CA_1_evaluation,FOODS,0.5366405596937573,0.1344787465646542
FOODS_1_033_CA_1_evaluation,FOODS,0.2940856141919841,0.063977275575276
FOODS_1_041_TX_1_evaluation,FOODS,0.15985040755324564,0.31463884757213123
FOODS_1_042_WI_1_evaluation,FOODS,0.03649622899202154,0.3198232340952121
FOODS_1_046_CA_1_evaluation,FOODS,0.2825190989650542,0.3203080562170405
FOODS_1_058_CA_1_evaluation,FOODS,0.027852890725765245,0.20927265696434616
FOODS_1_058_WI_1_evaluation,FOODS,0.08237121407217596,0.23639907866457388
FOODS_1_059_TX_1_evaluation,FOODS,0.5652765387982271,0.2377371241025913
FOODS_1_061_CA_1_evaluation,FOODS,0.2421489944232763,0.22971786271604888
FOODS_1_063_WI_1_evaluation,FOODS,0.15800771725278207,0.3047121468401024
FOODS_1_067_CA_1_evaluation,FOODS,0.04755913889672725,0.00447680645550963
FOODS_1_074_TX_1_evaluation,FOODS,0.15166944686737238,0.267419172601408
FOODS_1_076_WI_1_evaluation,FOODS,0.4901870283692872,0.2359171544702252
FOODS_1_080_TX_1_evaluation,FOODS,0.0,0.23786454848907956
FOODS_1_102_TX_1_evaluation,FOODS,0.06477364335127955,0.30710490918079225
FOODS_1_105_TX_1_evaluation,FOODS,0.24731636911182076,0.32823717848714673
FOODS_1_114_CA_1_evaluation,FOODS,0.10318251224209518,0.5146392751649853
FOODS_1_117_WI_1_evaluation,FOODS,0.2783731718350604,0.3955088074936671
FOODS_1_126_CA_1_evaluation,FOODS,0.32172922864847353,0.27603190121153864
FOODS_1_134_CA_1_evaluation,FOODS,0.1501816508101439,0.6826125040213153
FOODS_1_136_WI_1_evaluation,FOODS,0.2656280119676304,0.14771980010539076
FOODS_1_142_TX_1_evaluation,FOODS,0.005364482141179905,0.0
FOODS_1_147_WI_1_evaluation,FOODS,0.2657212197030888,0.39090837801765077
FOODS_1_155_TX_1_evaluation,FOODS,0.38211859111218405,0.3814162175165329
FOODS_1_156_TX_1_evaluation,FOODS,0.09310253266210056,0.1353934388001241
FOODS_1_158_TX_1_evaluation,FOODS,0.10647825118220366,0.21163934573795018
FOODS_1_159_WI_1_evaluation,FOODS,0.7164550829274305,0.457478841139509
FOODS_1_166_WI_1_evaluation,FOODS,0.3944571224111155,0.48279313130526424
FOODS_1_180_CA_1_evaluation,FOODS,0.09441119293289513,0.6904976669529623
FOODS_1_193_WI_1_evaluation,FOODS,0.022791387315765688,0.3733689811736791
FOODS_1_194_TX_1_evaluation,FOODS,0.03184219823272416,0.1031473458762352
FOODS_1_196_CA_1_evaluation,FOODS,0.11549873589592186,0.32135117276229874
FOODS_1_199_TX_1_evaluation,FOODS,0.15639378223555733,0.4246817258190435
FOODS_1_202_TX_1_evaluation,FOODS,0.2473808667380114,0.4672660094201605
FOODS_1_204_TX_1_evaluation,FOODS,0.40181818465148356,0.26922533669081694
FOODS_1_205_CA_1_evaluation,FOODS,0.21220096068096583,0.15675397545736702
FOODS_1_207_CA_1_evaluation,FOODS,0.07813720272658864,0.39900781840132127
FOODS_1_208_CA_1_evaluation,FOODS,0.08161787303690826,0.1687177951935077
FOODS_1_212_TX_1_evaluation,FOODS,0.09207819178738541,0.37883937709955595
FOODS_1_216_CA_1_evaluation,FOODS,0.0,0.3598558080170067
FOODS_1_216_WI_1_evaluation,FOODS,0.08294918280210029,0.26470654898202184
FOODS_1_218_CA_1_evaluation,FOODS,0.20293350534083565,0.34158787967723214
FOODS_1_218_TX_1_evaluation,FOODS,0.31557028810383014,0.2657053116525442
FOODS_2_001_CA_1_evaluation,FOODS,0.5043008200023353,0.20544540514739085
FOODS_2_007_WI_1_evaluation,FOODS,0.7021236445782237,0.953630165091978
FOODS_2_009_TX_1_evaluation,FOODS,0.21961542757643215,0.19442771515153456
FOODS_2_012_TX_1_evaluation,FOODS,0.022486437305030305,0.18562290827039607
FOODS_2_014_WI_1_evaluation,FOODS,0.004676542405336881,0.48904392630478244
FOODS_2_029_CA_1_evaluation,FOODS,0.1947960539369562,0.11186324105959866
FOODS_2_034_TX_1_evaluation,FOODS,0.2537965521985661,0.3060040019855981
FOODS_2_035_WI_1_evaluation,FOODS,0.9621119283945873,0.967046145086561
FOODS_2_040_WI_1_evaluation,FOODS,0.3450233956675165,0.9371053181358145
FOODS_2_044_WI_1_evaluation,FOODS,0.1567315543447958,0.2627635312814607
FOODS_2_045_CA_1_evaluation,FOODS,0.08336846279811339,0.2425213389726999
FOODS_2_047_TX_1_evaluation,FOODS,0.5339736781963156,0.5085824185821313
FOODS_2_063_TX_1_evaluation,FOODS,0.19852375487576002,0.28061384760109964
FOODS_2_074_WI_1_evaluation,FOODS,0.2113303831727925,0.5500430017375718
FOODS_2_082_TX_1_evaluation,FOODS,0.2949980195512034,0.42310516867306036
FOODS_2_103_TX_1_evaluation,FOODS,0.47318334208667034,0.287719685080175
FOODS_2_106_WI_1_evaluation,FOODS,0.10656054804417747,0.4199970413750669
FOODS_2_111_WI_1_evaluation,FOODS,0.09642136091521814,0.2997881047208254
FOODS_2_119_CA_1_evaluation,FOODS,0.5691117027658774,0.047911082070632216
FOODS_2_120_TX_1_evaluation,FOODS,0.12092034168916588,0.4417155340187777
FOODS_2_129_CA_1_evaluation,FOODS,0.014505106740176243,0.28445052919723435
FOODS_2_129_WI_1_evaluation,FOODS,0.12009061009453748,0.22212998335120748
FOODS_2_131_WI_1_evaluation,FOODS,0.2267900720643259,0.44656548524386164
FOODS_2_135_CA_1_evaluation,FOODS,0.13285447560694608,0.21001234053207285
FOODS_2_137_WI_1_evaluation,FOODS,0.18142475666358016,0.2195566345466924
FOODS_2_140_CA_1_evaluation,FOODS,0.012026586205060585,0.0
FOODS_2_142_TX_1_evaluation,FOODS,0.0,0.39427576697589806
FOODS_2_146_WI_1_evaluation,FOODS,0.061082431474776766,0.19525101061851813
FOODS_2_171_TX_1_evaluation,FOODS,0.5481097422012547,0.4655114077793876
FOODS_2_173_CA_1_evaluation,FOODS,0.2654517567650877,0.2464508017166005
FOODS_2_175_WI_1_evaluation,FOODS,0.5463865393618736,0.43544611522858945
FOODS_2_181_WI_1_evaluation,FOODS,0.8512119888564447,0.500557564381507
FOODS_2_195_WI_1_evaluation,FOODS,0.06095308782647746,0.25797212724016816
FOODS_2_196_TX_1_evaluation,FOODS,0.36179247767898337,0.4325216218134422
FOODS_2_197_WI_1_evaluation,FOODS,0.06327715108310739,0.2497457400725891
FOODS_2_198_CA_1_evaluation,FOODS,0.18503411558578164,0.16226918109705346
FOODS_2_199_CA_1_evaluation,FOODS,0.14875758883069046,0.21043322214060722
FOODS_2_208_CA_1_evaluation,FOODS,0.48492151081759516,0.1998682033235687
FOODS_2_220_WI_1_evaluation,FOODS,0.22639468874383717,0.032997832694635854
FOODS_2_221_CA_1_evaluation,FOODS,0.6526163550281938,0.3460328736680994
FOODS_2_223_TX_1_evaluation,FOODS,0.32808944410856067,0.1319059945313822
FOODS_2_228_WI_1_evaluation,FOODS,0.029872580780395896,0.4859101774866994
FOODS_2_230_TX_1_evaluation,FOODS,0.323005903588091,0.18473305409659457
FOODS_2_238_TX_1_evaluation,FOODS,0.1697038606533663,0.32317090451486175
FOODS_2_239_WI_1_evaluation,FOODS,0.18260059428241238,0.7570266027431736
FOODS_2_241_TX_1_evaluation,FOODS,0.21367418661165893,0.24169758076166625
FOODS_2_247_WI_1_evaluation,FOODS,0.24166661451980886,0.23606791945640293
FOODS_2_270_WI_1_evaluation,FOODS,0.0,0.5542290695216237
FOODS_2_274_CA_1_evaluation,FOODS,0.32931618613336444,0.36112451072953977
FOODS_2_276_CA_1_evaluation,FOODS,0.47383568331631676,0.1979415374964375
FOODS_2_307_WI_1_evaluation,FOODS,0.09824751687745237,0.5555693988558863
FOODS_2_313_TX_1_evaluation,FOODS,0.10762412303735291,0.3860460545452691
FOODS_2_343_CA_1_evaluation,FOODS,0.0,0.025608670856780313
FOODS_2_345_TX_1_evaluation,FOODS,0.4923363219656437,0.8173062948753139
FOODS_2_349_WI_1_evaluation,FOODS,0.0380356976917372,0.2529440254736127
FOODS_2_357_TX_1_evaluation,FOODS,0.5117749427157297,0.5015803551746848
FOODS_2_360_CA_1_evaluation,FOODS,0.7090392903547691,0.5977178674652637
FOODS_2_363_TX_1_evaluation,FOODS,0.7726338194000807,0.9673380599243095
FOODS_2_378_WI_1_evaluation,FOODS,0.2699399463691019,0.5326252633465509
FOODS_2_380_CA_1_evaluation,FOODS,0.16197049504677918,0.26101369865592816
FOODS_2_383_WI_1_evaluation,FOODS,0.3374107801358246,0.6059192301469297
FOODS_2_391_TX_1_evaluation,FOODS,0.23749025423495884,0.3242501806410305
FOODS_2_395_TX_1_evaluation,FOODS,0.10678300039412036,0.6471437724670943
FOODS_2_398_CA_1_evaluation,FOODS,0.26559393060945646,0.3191611156771901
FOODS_2_398_WI_1_evaluation,FOODS,0.6413028510992286,0.48583447349365727
FOODS_3_001_TX_1_evaluation,FOODS,0.21280075335140836,0.05313719453193899
FOODS_3_010_WI_1_evaluation,FOODS,0.06749044376401736,0.5967711867794673
FOODS_3_011_WI_1_evaluation,FOODS,0.14564530334881398,0.34810449340861804
FOODS_3_013_CA_1_evaluation,FOODS,0.0038250983948436845,0.46137524210928416
FOODS_3_013_WI_1_evaluation,FOODS,0.2480084968476164,0.52754367932427
FOODS_3_014_CA_1_evaluation,FOODS,0.5913692077759347,0.05341394492868279
FOODS_3_033_TX_1_evaluation,FOODS,0.4638307222049285,0.9899264479390422
FOODS_3_036_CA_1_evaluation,FOODS,0.1578187009966695,0.5614718563797367
